identifiant_id;nom_de_l_organisme;adresse_de_l_organisme;code_postal;commune;lien_vers_la_ressource;description_des_contenus_et_de_l_experience_proposes_min_200_max_500_caracteres;si_enfants_merci_de_preciser_le_niveau_scolaire;titre_de_la_ressource;activite_proposee_apprendre_se_divertir_s_informer;public_cible;types_de_ressources_proposees;thematiques;contenus_adaptes_aux_types_de_handicap;temps_d_activite_estime_lecture_ecoute_visionnage_jeu;accessibilite_perennite_de_la_ressource;rattachement_de_l_organisme;autre_precisez;si_limite_dans_le_temps_precisez_jusqu_a_quelle_date;autres_preciez;adresse;latitude;longitude;geolocalisation
917;Le rap en France;;75000;Paris;http://lerapenfrance.fr/;Né en 2011 de la furieuse envie d'écrire sur la face cachée de cette discipline. Créé par et pour les passionnés, ce fanzine est auto-géré par toute une équipe de bénévoles qui dédient leur temps libre à la rédaction de chroniques, critiques, interviews, dossiers, sélection diverses, playlists...;;Magazine en ligne;Actualités, débats;Tous publics;Création et pratiques artistiques;"Art urbain (graph, hip hop, street art…);Musique, concerts et opéras";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme privé;;;;75000 Paris;48.8785419;2.3642198;48.8785419,2.3642198
918;Les Champs Libres;10, cours des Alliés;35000;Rennes;https://soundcloud.com/leschampslibres;Les Champs Libres (centre culturel rennais) proposent de revivre en podcasts les rencontres, conférences et débats organisés tout au long de l'année : Les enjeux d'Internet : d'Assange à Zuckerberg, La photographie de mode dans la presse ou encore la révolution de l'agroécologie.;;Rencontres & conférences des Champs Libres (Rennes);Audios;Tous publics;Audio, radio, podcasts;"Arts décoratifs, design, métiers d’art;Arts visuels;Littérature, sciences humaines, langues";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;10, cours des Alliés 35000 Rennes;48.1051779;-1.6746291;48.1051779,-1.6746291
931;Maison européenne de la photographie;5/7 Rue de Fourcy;75004;Paris;http://virtuelle.mep-fr.org/index.php/fr/;4 expos photos à découvrir depuis chez vous;;Expositions virtuelles;Expos, musées;Tous publics;Images, collections numérisées, bases de données;Photographie;;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;5/7 Rue de Fourcy 75004 Paris;48.8550248;2.3590152;48.8550248,2.3590152
938;Médiathèques;5 rue Ledru Rollin;92150;Suresnes;https://www.youtube.com/user/MediathequeSuresnes/playlists;"Les ""Playlists de confinement"" : sélections de titres thématiques commentées créées par les discothécaires suresnois pour accompagner en musique tous vos moments. La ""Playlist de nos vinyles"" : playlist composée de morceaux tirés de notre fonds de vinyles et ajoutés quotidiennement, invitation à sa découverte avant de pouvoir venir les emprunter une fois les médiathèques ré-ouvertes.";;Chaîne Youtube;Audios;Tous publics;Vidéo, flux en direct, programmes en différé;Musique, concerts et opéras;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;5 rue Ledru Rollin 92150 Suresnes;48.8706152;2.2289339;48.8706152,2.2289339
943;Ministère de la Culture;3 rue de Valois;75001;Paris;https://classic.europeana.eu/portal/fr;Le projet colossal d'Européana : donner accès à plus de 50 millions de titres numérisés (livres, musique, œuvres d'art et plus encore) par l'intermédiaire d'outils de recherche et de filtres sophistiqués conçus pour vous aider à trouver précisément ce que vous cherchez.</p>;;Européana;Expos, musées;Tous publics;Images, collections numérisées, bases de données;"Architecture et patrimoine;Histoire;Monuments historiques;Musées;Peinture;Sculpture";;Toute une vie ne suffit pas;Accès permanent;Ministère de la Culture ou opérateur national;;;;3 rue de Valois 75001 Paris;48.8636856;2.3377971;48.8636856,2.3377971
947;Ministère de la Culture;3 rue de Valois;75001;Paris;https://www.culture.gouv.fr/Sites-thematiques/Langue-francaise-et-langues-de-France/Ressources/Ressources-pedagogiques-et-sensibilisation/Romanica;Il faut sauver Romanica ! Tel est en tout cas le mot d'ordre du premier jeu vidéo conçu par le ministère de la Culture. Au sein d'un monde imaginaire, qui dépérit depuis que l’on n’y parle plus qu’une seule langue. Pour aider les habitants en détresse à réinvestir leurs cités, le scénario prévoit de lancer le joueur dans une quête initiatique : retrouver la signification des mots que les habitants emploient au quotidien.;;Romanica;Jeux;Tous publics;Jeux;Littérature, sciences humaines, langues;;Le temps d’une soirée;Accès permanent;Ministère de la Culture ou opérateur national;;;;3 rue de Valois 75001 Paris;48.8636856;2.3377971;48.8636856,2.3377971
949;Ministère de la Culture;3 rue de Valois;75001;Paris;https://www.culture.gouv.fr/Sites-thematiques/Langue-francaise-et-langues-de-France/Politiques-de-la-langue/Sensibilisation-des-publics/Parler-comme-jamais-le-nouvel-audio-libre-podcast-de-la-langue-francaise;Laudio libre (podcast) qui déconstruit les clichés de la langue française. Retrouvez les différents épisodes proposés une fois par mois par Laélia Véron, autrice de « Le français est à nous ! », une émission de Bine audio soutenue par la DGLFLF (ministère de la Culture).</p>;;« Parler comme jamais »;Audios;Tous publics;Audio, radio, podcasts;Littérature, sciences humaines, langues;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;3 rue de Valois 75001 Paris;48.8636856;2.3377971;48.8636856,2.3377971
956;Mucem (Musée des civilisations de l'Europe et de la Méditerranée);1 Espl. J4;13002;Marseille;https://www.mucem.org/le-mucem-en-visite-virtuelle;Parcourez les trois sites du Mucem (le bâtiment J4, le fort Saint-Jean et le Centre de conservation et de ressources) en museum view, et découvrez six expositions présentant les objets phares de nos collections, pour un grand tour du musée 100 % connecté.</p>;;Le Mucem en visite virtuelle;Expos, musées;Tous publics;Expositions virtuelles;Musées;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;1 Espl. J4 13002 Marseille;43.2967925;5.36108;43.2967925,5.36108
969;Musée Bourdelle;18 rue Antoine Bourdelle;75015;Paris;http://www.bourdelle.paris.fr/fr/bourdellechezvous/un-programme-dactivites-realiser-en-restant-chez-nous;Le musée et ses ateliers sont fermés, le service des publics et ses intervenants culturels les rendent accessibles avec un programme d'activités conçu pour tenir la créativité de chacun en éveil tout en restant à la maison. Modelage, dessin, écriture, il y en a pour tous les goûts, les petits et les plus grands et les familles.;;BourdelleChezVous – Un programme d'activités à réaliser chez soi;Partager ses passions;Tous publics;Création et pratiques artistiques;Éducation artistique et culturelle;;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Collectivité territoriale;;2020-06-30T00:00:00;;18 rue Antoine Bourdelle 75015 Paris;48.843025;2.3176594;48.843025,2.3176594
972;Musée d'art et d'histoire;Cour Francis Renaud - Rue des Lycéens Martyrs;22000;Saint-Brieuc;http://museo.tounoki.org/test/step1.php;Générateur de cartes postales numériques dérangées. Parmi 1200 photographies du fonds Lucien Bailly, joyeusement libérées en open data et recolorisée, l'usag.er.ère sélectionne une image et lui associe un slogan farfelu, spécial confinement #covid19. Il.elle est invité.e à enrichir les choix de slogans biscornus et à partager sa création sur les réseaux sociaux. Ne serait-ce pas une tentative de tisser un lien entre objet patrimonial et notre présent ?;;Caramboles et confinement;Jeux;Tous publics;"Images, collections numérisées, bases de données;Jeux";Photographie;Transcription textuelle;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Collectivité territoriale;;2020-06-30T00:00:00;;Cour Francis Renaud - Rue des Lycéens Martyrs 22000 Saint-Brieuc;48.5118866;-2.7620055;48.5118866,-2.7620055
985;Musée d’Archéologie Nationale;Domaine National de Saint-Germain-en-Laye, Château-Place Charles de Gaulle;78100;Saint-Germain-en-Laye;https://musee-archeologienationale.fr/actualite/le-man-chez-vous;En cette période de confinement, l'occasion est propice à la découverte de nos collections sur le réseau numérique;;Le MAN chez vous;Expos, musées;Tous publics;Expositions virtuelles;"Archéologie;Histoire;Musées;Sculpture;Sciences";;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Ministère de la Culture ou opérateur national;;2020-06-30T00:00:00;;Domaine National de Saint-Germain-en-Laye, Château-Place Charles de Gaulle 78100 Saint-Germain-en-Laye;48.8978725;2.0961234;48.8978725,2.0961234
989;Musée de Bretagne;46 boulevard Magenta CS 51138 Rennes;35011;Rennes;http://www.collections.musee-bretagne.fr/;Le musée de Bretagne et l'écomusée du pays de Rennes, équipements gérés par Rennes Métropole, sont riches d'une collection commune de près de 700 000 items réunissant archéologie, histoire, numismatique, arts graphiques et ethnographie. Par le biais de ce portail en ligne, ils vous permettent d'en découvrir l'ampleur avec aujourd'hui près de 290000 collections et documents en libre accès pour être mieux partagés, réutilisés ... mais aussi identifiés avec l'aide des internautes.;;Des collections en partage;Expos, musées;Tous publics;Images, collections numérisées, bases de données;Musées;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;46 boulevard Magenta CS 51138 Rennes 35011 Rennes;48.1052021;-1.6743636;48.1052021,-1.6743636
993;Musée de Cluny;28 Rue du Sommerard;75005;Paris;https://www.musee-moyenage.fr/collection/parcours-decouverte/nos-collections-en-3d.html;Vous rêvez de faire tourner les œuvres sur elles-mêmes, les voir sous un angle inédit ou zoomer sur des détails, c’est possible avec les œuvres en 3D du Musée de Cluny.;;Collections en 3D;Expos, musées;Tous publics;Expositions virtuelles;"Histoire;Sculpture;Musées";;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;28 Rue du Sommerard 75005 Paris;48.8504833;2.3440808;48.8504833,2.3440808
999;Musée de la Chasse et de la Nature;62, rue des Archives;75003;Paris;https://www.chassenature.org/nos-videos/;Musée, expositions, événements</p>;;Revivez les temps forts du musée;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé;"Architecture et patrimoine;Arts décoratifs, design, métiers d’art;Musées";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme privé;;;;62, rue des Archives 75003 Paris;48.8613787;2.3588673;48.8613787,2.3588673
1001;Musée de la gendarmerie nationale;18 Boulevard Henri IV;75004;Paris;https://www.google.com/maps/@48.5453775,2.6526826,3a,75y,48.66h,98.13t/data=!3m7!1e1!3m5!1sAF1QipPB7OiTH3lD3NS5PgSKks7In30IUsbkHqspTsPC!2e10!3e12!7i11898!8i5949;Découvrez les espaces permanents du Musée de la gendarmerie nationale à travers une visite à 360°. L'occasion exclusive de plonger au coeur d'un musée qui vous est dédié.</p>;;Visite virtuelle;Expos, musées;Tous publics;Expositions virtuelles;Musées;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;18 Boulevard Henri IV 75004 Paris;48.8514077;2.3638567;48.8514077,2.3638567
1004;Musée de la Toile de Jouy;54 Rue Charles de Gaulle;78350;Jouy-en-Josas;https://www.museedelatoiledejouy.fr/lapplication-numerique/;Le Musée de la Toile de Jouy chez vous ! Découvrez la vie et l’œuvre du créateur des célèbres Toiles de Jouy : Christophe-Philippe Oberkampf, une visite interactive vous permettant de visualiser dans le Jouy d’aujourd’hui, avec des images reconstituées à 360°, le site de la Manufacture telle qu’elle était au XVIII è siècle;;La Manufacture Virtuelle d’Oberkampf;Expos, musées;Tous publics;Expositions virtuelles;"Arts visuels;Musées";;Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;54 Rue Charles de Gaulle 78350 Jouy-en-Josas;48.7691496;2.1532214;48.7691496,2.1532214
1006;Musée de minéralogie MINES ParisTech;60, Boulevard saint michel;75006;Paris;https://www.youtube.com/channel/UClms_bD4vM527ZQUyrH5Yew;Plusieurs séries de vidéos : Histoires de cailloux, Eléments-Terre, qu'y a-t-il à l'intérieur, Et sin parlait cailloux. Cet ensemble valorise les collections du musée qui fait partie des premières collections mondiales de minéralogie.;;Chaine youtube Minéralotech Musée de Minéralogie;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé;Sciences;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;60, Boulevard saint michel 75006 Paris;48.845585;2.339632;48.845585,2.339632
1008;Musée de Valence;4 Rue Saint-Didier;26000;Valence;https://soundcloud.com/user-401959072/sets/redecouvrez-40-uvres-et-objets-emblematiques-du-musee;(Re)découvrez 40 œuvres et objets emblématiques du musée à travers un parcours double. Une première partie consacrée à l'art, avec comme fil rouge le paysage, et une deuxième partie dédiée à l'archéologie.;;Guides audio;Audios;Tous publics;Audio, radio, podcasts;"Archéologie;Musées";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;4 Rue Saint-Didier 26000 Valence;44.9309053;4.8899067;44.9309053,4.8899067
1009;Musée départemental Albert-Kahn;1, rue des Abondances;92100;Boulogne-Billancourt;http://14-18.albert-kahn.hauts-de-seine.fr/;65000 autochromes numérisées (l'ancêtre de la photographie), les Archives de la Planète, prises entre 1909 et 1931 à travers la planète, ensemble d'images fixes et animées, consacré à la diversité des peuples et des cultures.;;Les Archives de la planète numérisées;Expos, musées;Tous publics;Images, collections numérisées, bases de données;"Archives;Musées";Transcription textuelle;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;1, rue des Abondances 92100 Boulogne-Billancourt;48.841922;2.229071;48.841922,2.229071
1013;Musée des Augustins;21 rue de Metz;31000;Toulouse;https://augustins.org/fr/web/augustins-junior;Les collections du musée prennent des allures différentes sous forme de puzzles ou de coloriages. On peut même s'amuser à repeindre les tableaux ! Décortiquées dans les Zooms sur une œuvre, elles dévoilent leurs secrets. Avec les tutos, on apprend à peindre comme au Moyen Âge, à graver ou faire des guirlandes de gargouilles ! Des mots mystères à trouver et un dico pour parler d'art comme un expert… et encore d'autres surprises sur www.junior.augustins.org.</p>;124|Primaire|Collège;Site web junior;Jeux;Enfants;"Ressources pédagogiques;Jeux;Création et pratiques artistiques";"Arts décoratifs, design, métiers d’art;Arts visuels;Éducation artistique et culturelle;Musées;Peinture;Sculpture";Jeu utilisant du HTML;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;21 rue de Metz 31000 Toulouse;43.6007949;1.446679;43.6007949,1.446679
